0.80 0.1 1000 5.81522e+41 0.39628749948313247 -0.3591989052353094 2.2619668612204062 1.2988e+41
0.80 0.1 10000 1.40965e+42 0.8431456170852812 1.0193429794032385 3.0081696553632704 2.23936e+41
0.80 0.1 11000 1.46512e+42 0.8955881898099732 1.089417871288593 3.1549204608294796 2.158365e+41
0.80 0.1 12000 1.5166e+42 0.9464696736395002 1.158424092531706 3.3082674762671958 2.0489975e+41
0.80 0.1 13000 1.56549e+42 0.9957586349779347 1.225922738669664 3.4672520643763023 1.9326060000000004e+41
0.80 0.1 14000 1.61156e+42 1.0434826766889995 1.2916238865329552 3.630796053231755 1.8110505e+41
0.80 0.1 15000 1.65514e+42 1.0897001661072665 1.3553706264198166 3.797905352085023 1.670249e+41
0.80 0.1 16000 1.69643e+42 1.1344809135964136 1.4170925857815786 3.96769298286313 1.5586750000000002e+41
0.80 0.1 17000 1.73565e+42 1.177898644240731 1.4767822920748803 4.139409109731203 1.4376464999999998e+41
0.80 0.1 18000 1.77369e+42 1.2200269276687328 1.5344807447238074 4.312471490650246 1.344165e+41
0.80 0.1 19000 1.80981e+42 1.2609337762623978 1.5902467392629265 4.486381737412841 1.2358885e+41
0.80 0.1 2000 7.35387e+41 0.44787078123931207 0.09372985650309454 1.882732633914766 1.6160550000000003e+41
0.80 0.1 20000 1.84384e+42 1.3006860250231596 1.6441609847693308 4.660761789765902 1.143675e+41
0.80 0.1 3000 8.57703e+41 0.489579208429875 0.35207877900911355 1.9599796097410827 1.7013049999999999e+41
0.80 0.1 4000 9.63825e+41 0.5292274600526149 0.5282175313150387 2.138324681659621 1.771575e+41
0.80 0.1 5000 1.05752e+42 0.5742788022426031 0.6467746966702128 2.3158298514736804 1.8900500000000003e+41
0.80 0.1 6000 1.14145e+42 0.6250874362780279 0.7332770243981822 2.4685798323101094 2.0352150000000002e+41
0.80 0.1 7000 1.21728e+42 0.6791931756479594 0.80732004315363 2.6042862349426814 2.149585e+41
0.80 0.1 8000 1.28664e+42 0.7343892763502265 0.8781837108000375 2.734990727549815 2.24325e+41
0.80 0.1 9000 1.3505e+42 0.7892907719802635 0.9487662719751022 2.868465803989122 2.272085e+41
0.80 0.2 1000 1.16304e+42 0.3962874301234667 -0.35919960176330046 2.261967572744199 2.59761e+41
