0.10 1.0 1000.0 10.0 1.77138e+44 0.7143466788107042 0.09792735312199259 1.598427121629623 5.55364e+43
0.10 1.0 1000.0 2.0 2.88816e+44 0.5118913836222245 -0.7892364179529877 2.0523908284807764 3.3575999999999994e+43
0.10 1.0 1000.0 5.0 2.37058e+44 0.6393478743437881 -0.20312781808527522 1.5450306688964917 7.860679999999999e+43
0.10 1.0 10000.0 10.0 3.2477e+44 0.42744196081917557 -1.1954821366863706 3.022133429208704 3.956349999999996e+43
0.10 1.0 10000.0 2.0 3.92139e+44 0.3090525573112531 -1.4812098678252903 5.226886330092368 4.773999999999999e+43
0.10 1.0 10000.0 5.0 3.56788e+44 0.3648778534970017 -1.4450073150244265 4.1415797073283365 4.123100000000001e+43
0.10 1.0 13000.0 10.0 3.37396e+44 0.4013566644234017 -1.3104991486679471 3.4488064561557064 4.002950000000001e+43
0.10 1.0 13000.0 2.0 4.00773e+44 0.2977851975027376 -1.4240224067701865 5.352803435627522 4.93385e+43
0.10 1.0 13000.0 5.0 3.67741e+44 0.34609420298827615 -1.4915657714546007 4.527733474344557 4.3084000000000007e+43
0.10 1.0 15000.0 10.0 3.44027e+44 0.38840723991295567 -1.36288910160317 3.682987130537926 3.93905e+43
0.10 1.0 15000.0 2.0 4.05204e+44 0.29247364845740376 -1.3799857505917636 5.375132221169793 5.048799999999999e+43
0.10 1.0 15000.0 5.0 3.73435e+44 0.33684086257036494 -1.5050496506856377 4.718192647477483 4.440999999999999e+43
0.10 1.0 17000.0 10.0 3.49674e+44 0.37777343197284174 -1.4024956604412762 3.885476934878125 4.0016999999999986e+43
0.10 1.0 17000.0 2.0 4.08936e+44 0.2883107884392345 -1.334208295696951 5.366037491426568 5.108099999999999e+43
0.10 1.0 17000.0 5.0 3.78253e+44 0.329291041258006 -1.5097331775004719 4.869871662827389 4.525999999999999e+43
0.10 1.0 19000.0 10.0 3.54569e+44 0.3688401835927007 -1.432695120746722 4.061819356288647 4.084399999999999e+43
0.10 1.0 19000.0 2.0 4.12129e+44 0.2849921229431537 -1.2880323595016576 5.334974604086755 5.1895e+43
0.10 1.0 19000.0 5.0 3.82406e+44 0.3229935422827257 -1.5082240592101803 4.991195119624991 4.596250000000001e+43
0.10 1.0 20000.0 10.0 3.56788e+44 0.36487831837270984 -1.4450067983422414 4.141574297869387 4.123100000000001e+43
0.10 1.0 20000.0 2.0 4.13567e+44 0.28358333537962954 -1.2650560838169267 5.313307540506821 5.234750000000001e+43
0.10 1.0 20000.0 5.0 3.84276e+44 0.3202170392150279 -1.5057060295862603 5.042446234635868 4.622750000000001e+43
0.10 1.0 3000.0 10.0 2.60443e+44 0.584139983085196 -0.4467808646840176 1.6512411237858702 6.956900000000003e+43
0.10 1.0 3000.0 2.0 3.44028e+44 0.38840477726991435 -1.3628932288391449 3.6830126757348802 3.939099999999998e+43
