10.00 30000.0 0.30 10.00 1.00e+12 3.16e+15 1.13880e+46 0.87313 0.96607 2.75290 1.63625e+45 -0.25803 -1.65371e+00 -2.67566e-01
0.50 25000.0 0.30 0.30 1.00e+12 3.16e+12 1.15103e+41 0.29205 -1.04169 3.44370 1.58278e+40 0.00000 -1.81299e-02 0.00000e+00
5.00 20000.0 0.30 0.30 1.00e+12 1.00e+14 3.38174e+44 1.73777 1.74517 4.64670 5.07123e+42 -0.47001 -2.57297e-04 -2.00673e-01
1.00 15000.0 0.10 1.00 1.00e+12 3.16e+14 3.13229e+44 1.00278 1.25307 3.50467 3.09268e+43 -0.32847 -6.28665e-01 -2.79973e-01
0.50 30000.0 0.10 0.30 1.00e+12 3.16e+14 1.38698e+45 2.20905 2.96317 11.49390 4.37602e+42 -0.91630 -1.06885e-01 -1.01340e+00
10.00 20000.0 0.30 0.10 1.00e+12 1.00e+13 7.19898e+43 0.53329 2.54319 14.81481 3.95162e+42 -1.03433 -2.59819e-01 -1.41871e-01
5.00 5000.0 0.30 0.60 1.00e+12 1.00e+13 1.79869e+42 1.95625 3.03366 10.50860 9.34190e+39 -2.65407 -1.18049e-01 -2.67524e-02
20.00 15000.0 0.10 10.00 1.00e+12 1.00e+15 1.18917e+45 0.35980 0.40869 2.01172 2.23032e+44 -0.11362 -1.40449e+00 -9.12525e-02
1.00 30000.0 1.00 0.10 1.00e+12 1.00e+14 6.55447e+44 2.35912 3.13650 12.70034 1.74980e+41 -1.17532 0.00000e+00 -2.53371e+00
20.00 3000.0 0.10 0.30 1.00e+12 3.16e+12 3.86158e+41 0.33253 4.63394 29.45809 1.53866e+40 -1.09440 -3.15386e-01 -6.10052e-02
3.00 3000.0 0.30 0.60 1.00e+12 1.00e+14 5.85006e+42 0.44276 0.65032 2.22451 9.25210e+41 -0.12412 -8.80006e-01 -9.95075e-02
10.00 20000.0 0.30 0.30 1.00e+12 3.16e+15 1.92270e+45 3.38632 4.37298 20.61901 1.79235e+42 -3.88302 -2.28744e-01 -3.84989e-01
5.00 1000.0 0.10 3.00 1.00e+12 1.00e+13 5.58275e+40 0.61021 0.07514 1.14226 1.88763e+40 -1.67517 -8.25097e-02 4.18560e-02
10.00 3000.0 1.00 6.00 1.00e+12 3.16e+15 4.87071e+43 0.31658 -0.47797 1.71966 7.52240e+42 -0.00690 -1.16158e-02 -1.48265e-02
0.50 25000.0 0.30 0.30 1.00e+12 1.00e+15 1.94179e+47 2.15221 2.77563 10.32620 9.67814e+44 0.00000 -8.57644e-01 0.00000e+00
1.00 1000.0 0.10 0.10 1.00e+12 3.16e+15 2.19704e+47 2.30231 2.95971 11.50630 4.05968e+44 0.00000 -9.50125e-01 0.00000e+00
5.00 1000.0 1.00 0.10 1.00e+12 1.00e+14 1.78178e+42 0.15661 -1.06962 5.60622 2.00410e+41 0.00000 -1.05166e-02 0.00000e+00
0.50 5000.0 0.30 0.30 1.00e+12 3.16e+14 3.43411e+43 0.46622 0.78193 2.46132 4.76217e+42 -0.63796 -1.23179e+00 -4.94787e-01
1.00 25000.0 1.00 0.10 1.00e+12 1.00e+13 4.31920e+43 3.01709 8.38287 74.06418 9.21265e+40 -2.38133 -2.68863e-02 -2.15787e+00
10.00 5000.0 0.10 0.60 1.00e+12 3.16e+15 6.03918e+43 1.44778 1.46060 3.49127 3.57565e+41 -0.31310 -5.89565e-01 -1.99277e-01
5.00 25000.0 0.10 0.10 1.00e+12 1.00e+14 6.46657e+44 2.33444 2.61408 8.87320 1.22410e+42 -0.76814 0.00000e+00 -1.68611e+00
1.00 1000.0 0.10 1.00 1.00e+12 3.16e+14 1.77560e+42 0.17869 -1.32050 7.95770 7.70850e+40 -0.08644 -1.88189e-01 -7.92090e-02
20.00 3000.0 0.30 10.00 1.00e+12 3.16e+13 1.45863e+42 0.85412 -0.15879 1.14986 4.09885e+41 -0.14601 -1.03783e-01 -1.76280e-03
1.00 5000.0 0.30 0.30 1.00e+12 3.16e+14 3.93328e+43 0.84297 2.54726 8.69464 9.20245e+41 -0.72107 -1.18359e+00 -6.20124e-01
5.00 30000.0 0.30 0.10 1.00e+12 3.16e+14 2.76713e+45 3.24884 4.74909 27.70159 1.01355e+41 -1.96902 0.00000e+00 -9.08012e-01
1.00 30000.0 0.10 0.30 1.00e+12 3.16e+12 4.89341e+41 1.27203 18.56686 360.86847 3.29375e+39 -4.00457 0.00000e+00 3.03181e-01
5.00 25000.0 0.10 0.60 1.00e+12 3.16e+15 3.77461e+45 3.23942 3.74552 15.67980 8.47697e+42 -2.77749 -5.59699e-01 -1.31208e+00
10.00 1000.0 0.10 0.60 1.00e+12 3.16e+12 2.63338e+40 0.69515 2.93125 9.97544 4.42670e+38 -1.68726 -1.69141e-01 1.37098e-02
20.00 15000.0 1.00 1.00 1.00e+12 3.16e+15 1.77004e+45 2.26493 2.72187 8.85756 3.14505e+42 -1.45887 -8.60626e-01 -1.81376e+00
1.00 30000.0 0.30 1.00 1.00e+12 1.00e+15 3.61253e+45 1.91529 2.57085 8.92175 3.14055e+43 -0.86793 -8.71577e-01 -8.21170e-01
5.00 5000.0 0.30 0.60 1.00e+12 3.16e+12 5.13690e+41 2.38120 7.30441 56.28332 1.96005e+39 -2.34427 -1.72428e-01 -1.72877e+00
3.00 30000.0 1.00 3.00 1.00e+12 3.16e+15 8.56485e+45 1.72346 2.17520 6.61971 1.25410e+44 -0.85989 -1.39104e+00 -8.69619e-01
10.00 3000.0 1.00 0.60 1.00e+12 1.00e+13 8.23482e+41 0.82150 2.30150 6.42473 6.48600e+39 -1.67173 -2.47873e-01 2.00243e-02
5.00 25000.0 0.30 1.00 1.00e+12 3.16e+13 1.21804e+44 3.61020 3.85573 16.10192 1.46890e+40 -3.08545 0.00000e+00 1.01652e-01
3.00 1000.0 0.10 1.00 1.00e+12 1.00e+14 6.41419e+41 0.16569 -0.59349 4.48716 7.36615e+40 -0.04792 -7.07729e-01 -2.50188e-02
5.00 1000.0 0.30 0.10 1.00e+12 3.16e+12 4.46532e+40 0.16852 2.49213 11.05877 1.29830e+39 -0.81369 -4.48580e-01 6.50023e-02
10.00 3000.0 0.30 0.10 1.00e+12 3.16e+12 4.89100e+41 0.27539 3.25553 20.71061 2.89290e+40 -0.91213 -4.30107e-01 -4.49065e-02
1.00 10000.0 0.10 0.60 1.00e+12 3.16e+13 1.53759e+43 2.07287 1.82870 4.45284 1.38565e+40 -0.22270 -1.42333e-02 5.76729e-02
5.00 25000.0 0.30 1.00 1.00e+12 3.16e+14 1.28463e+45 1.15129 1.27963 3.72916 1.93988e+44 -0.32545 -1.71632e-01 -2.73189e-01
3.00 20000.0 1.00 1.00 1.00e+12 3.16e+15 3.15047e+45 1.10479 1.18031 3.20784 2.84723e+44 0.00000 -4.52985e-01 0.00000e+00
10.00 30000.0 0.10 0.30 1.00e+12 1.00e+14 9.05639e+44 1.81284 2.22892 6.35415 2.50243e+43 -0.34884 -3.11593e-02 -1.66807e+00
20.00 3000.0 0.10 0.10 1.00e+12 1.00e+15 1.42878e+43 2.09934 2.85015 9.57994 9.20100e+39 -0.49659 -2.83310e-01 -3.05977e+00
3.00 10000.0 0.10 3.00 1.00e+12 1.00e+14 4.50774e+43 0.84753 -0.19833 1.27613 1.19025e+43 -0.07891 -1.33045e-01 -1.86448e-01
20.00 3000.0 1.00 1.00 1.00e+12 1.00e+14 7.95012e+42 0.33743 0.32164 1.65253 1.20897e+42 -0.02262 -7.77455e-01 -7.37150e-02
5.00 10000.0 0.10 3.00 1.00e+12 1.00e+13 4.61696e+42 4.28153 4.35509 20.15967 1.57854e+39 -6.70177 -5.36700e-02 1.93655e-01
3.00 15000.0 0.10 1.00 1.00e+12 1.00e+13 1.17653e+43 5.44791 5.87960 35.84635 3.10550e+39 -7.02283 -8.23360e-02 2.29456e-01
20.00 25000.0 1.00 0.30 1.00e+12 3.16e+14 2.22604e+45 1.78791 2.28607 7.83318 1.39619e+43 -0.74696 0.00000e+00 -4.71130e-01
10.00 5000.0 0.10 3.00 1.00e+12 3.16e+14 4.66170e+43 0.37091 0.45658 2.00101 7.07585e+42 -0.08966 -1.34802e+00 -1.10449e-01
3.00 30000.0 0.30 1.00 1.00e+12 1.00e+13 4.71093e+43 7.84322 8.88807 80.40127 9.76900e+39 -7.38562 -3.45054e-02 2.68484e-01
20.00 25000.0 0.30 0.60 1.00e+12 3.16e+14 1.93195e+45 1.42784 1.58133 4.38027 1.37380e+44 -0.33429 -1.72182e-02 -3.43131e-01
5.00 25000.0 1.00 0.30 1.00e+12 1.00e+13 5.35600e+43 3.38531 7.10722 58.85757 1.87805e+40 -2.45497 -3.80020e-02 3.98727e-01
1.00 10000.0 1.00 0.60 1.00e+12 3.16e+14 1.55119e+44 0.89816 1.75872 5.11129 4.56835e+42 -0.43376 -8.69505e-01 -3.91691e-01
20.00 5000.0 0.10 1.00 1.00e+12 1.00e+14 2.21657e+43 0.49280 -0.21188 2.53658 2.89055e+42 -0.13154 -4.08151e-01 -6.76001e-02
5.00 5000.0 0.10 3.00 1.00e+12 1.00e+14 1.26684e+43 0.20145 0.68114 2.17365 9.12660e+41 -0.10909 -5.91533e-01 -1.12408e-01
3.00 10000.0 1.00 0.60 1.00e+12 3.16e+15 4.09755e+45 1.35940 1.87817 5.66513 1.91299e+44 0.00000 -4.73085e-01 0.00000e+00
10.00 20000.0 1.00 6.00 1.00e+12 3.16e+12 4.75693e+42 8.96903 19.91514 395.74965 2.74295e+39 -6.48609 0.00000e+00 3.03963e-01
10.00 10000.0 0.10 10.00 1.00e+12 1.00e+14 4.51272e+43 0.84539 -0.24983 1.21980 1.07451e+43 -0.06079 -1.33534e-01 -1.67973e-01
3.00 30000.0 0.30 0.10 1.00e+12 3.16e+14 2.49305e+45 3.53396 4.83262 28.20846 1.28040e+41 -2.01640 0.00000e+00 -2.46994e+00
5.00 10000.0 0.30 0.60 1.00e+12 1.00e+14 7.28358e+43 1.06499 0.65818 2.10205 1.14994e+42 -0.16200 -9.16652e-03 -4.57479e-01
5.00 3000.0 1.00 3.00 1.00e+12 3.16e+14 1.53785e+43 0.22377 0.05466 2.39316 1.95099e+42 -0.04813 -1.78408e+00 -7.47732e-02
1.00 15000.0 1.00 1.00 1.00e+12 1.00e+14 1.01359e+44 1.11612 0.64072 1.70821 3.94270e+41 -0.31620 0.00000e+00 -1.55582e-01
20.00 15000.0 0.30 10.00 1.00e+12 3.16e+12 3.10935e+42 12.14564 14.58575 217.41963 4.37455e+38 -7.87741 -3.31310e-01 2.94518e-01
3.00 15000.0 1.00 1.00 1.00e+12 3.16e+13 3.92448e+43 2.43528 2.65215 8.16643 6.96670e+40 -0.20631 0.00000e+00 -2.93168e+00
1.00 3000.0 0.10 0.30 1.00e+12 3.16e+12 1.50103e+41 0.89046 4.88243 26.66694 3.09735e+39 -2.65697 -1.94287e-01 2.14199e-01
3.00 10000.0 0.30 0.10 1.00e+12 3.16e+13 3.20813e+43 1.75211 2.33281 6.81787 7.90327e+41 -0.35595 -6.94554e-02 -1.70626e+00
20.00 10000.0 1.00 3.00 1.00e+12 3.16e+13 2.14505e+43 1.91654 2.05137 5.36459 9.76502e+41 -0.38583 0.00000e+00 -2.42116e+00
5.00 5000.0 0.30 0.10 1.00e+12 3.16e+13 8.44238e+42 1.25668 1.37754 3.22444 3.82702e+41 -0.41519 -3.56869e-02 -3.97999e-02
5.00 25000.0 0.10 1.00 1.00e+12 3.16e+12 5.68378e+41 5.64607 11.58162 135.98176 7.22010e+38 -5.65193 -1.81685e-01 2.85465e-01
10.00 30000.0 0.30 1.00 1.00e+12 3.16e+12 1.92523e+42 6.13439 7.53211 58.28931 1.16347e+39 -6.32398 -1.08173e-01 2.54805e-01
